section,subsection,markers,marker_roles,name,qualifier,address,cross_reference,canvas_fragment,image
BOOKSELLERS,Booksellers in General,†‖a,Publishers; General Stationers; Newsvenders,Lloyd Edmund,,57 Harley street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Longman & Co.,,39 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§‖,Librarians; General Stationers,Low Sampson,,42 Lamb's Conduit st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§‖¶,Librarians; General Stationers; Printsellers,M'Clary Henry Jas.,,32 St. James's st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,M'Combie George John,,17 Barbican,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,M'Lachlan J.,,"19 Ship yard, Temple bar",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Mackenzie Wm.,,11 Brunswick pl. Islingtn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=611,517,3194,86",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,M'Shee J.,,27 Bean st. Friar st. Blkfriars,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=608,586,3196,78",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Mackie Robt.,,30 Greek st. Soho,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=606,659,952,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Macpherson Donald,,54 Up. Ebury st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,729,1099,55",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Mahon Joseph,,106 Blackman street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,792,1069,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Mann George,,39 Cornhill,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=611,854,789,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Mardon John,,7 Farringdon street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Markes Thos.,,25 Foley st. Portland pl,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=608,968,3382,84",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†*‖,Publishers; Printers; General Stationers,Marks Lewis J.,,91 Long la. Smithfi,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=610,1045,1137,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,§‖a,Librarians; General Stationers; Newsvenders,Marsh John,,"3 Leigh street, Red Lion sq",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=610,1166,3360,72",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Marsh William,,24 Old Cavendish street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=620,1229,3320,70",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Mason Geo. B.,,16 Duke st. Grosvenor sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=624,1295,3369,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Mason J.,,14 City rd. & 66 Paternost. row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=628,1354,3351,74",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mason T. jun.,,2 Gt. Russell st. Bloomsby,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=624,1417,3317,74",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mason T. sen.,,25 Museum st. Bloomsbry,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=616,1483,3389,71",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mason William,,30 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=616,1550,1027,59",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mason Wm. A.,,6 Holywell st. Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=619,1607,3171,77",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,*‖,Printers; General Stationers,Masters Joseph,,33 Aldersgate street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=612,1672,3382,74",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Matthews G. K.,,9 Jerusalem pl. Clerkwl,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=615,1734,3376,80",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Maynard James,,9 Panton st. Haymarket,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,1803,3361,69",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Meaden John,,352 Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=618,1871,743,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Metcalf Fred.,,5 Marchmont street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=621,1936,998,54",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Millard Thomas,,70 Newgate street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=623,2063,1038,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Miller & Field,,6 Bridge rd. Lambeth,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=629,2130,1088,55",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Miller John,,404 Oxford street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=625,2192,876,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Miller Wm.,,3 Upper East Smithfield,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=625,2256,1066,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mitchell Arch.,,10 Charles st. Middx. hos,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=625,2319,2139,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Mitchell Chas.,,12 Red Lion ct. Fleet st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=623,2371,3371,77",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†§‖¶b,Publishers; Librarians; General Stationers; Printsellers; Account-book makers,Mitchell John,,33 Old Bond street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=618,2446,3382,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Moffat Andrew,,6 Skinner st. Snowhill,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=629,2508,3325,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Mole Wm.,,15 Gt. Russell st. Bloomsby,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=624,2571,3259,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†*‖¶b,Publishers; Printers; General Stationers; Printsellers; Account-book makers,Moon Fran. G.,,20 Threadneedle st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=628,2634,3334,63",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖§,General Stationers; Librarians,Moore Robt. P.,,32 Store st. Bedford sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=621,2702,2162,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Morgan Wm.,,20 Henrietta st. Cvndsh. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=628,2825,3361,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Morse Edw.,,4 Mortimer st. Cavendish sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=640,2890,3345,59",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Mortimer John,,21 Wigmore street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=628,2952,3357,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mott Wm.,,Weybridge pl. Mile end road,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=624,3010,3350,70",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mountcastle Mrs. C.,,10 Bedford ct. Cov. gn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=617,3078,3368,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Moxon Edward,,44 Dover st. Piccadilly,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,3145,3371,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Mudie C. & P.,,15 St. Martin's ct. Leices. sq.,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=610,3207,3375,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Mudie John Y.,,38 Princes st. Leices. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=618,3272,3367,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Murcott Chas.,,"63 King street, Soho",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,3335,3154,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,*‖,Printers; General Stationers,Murphy T.,,10 Denmark ter. Islington,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,3396,3345,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖b,General Stationers; Account-book makers,Murray Hen.,,3 Coventry st. Haymarket,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=617,3459,3368,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Murray John,,50 Albemarle street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=626,3524,1037,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Murray John,,"Mare street, Hackney",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,3595,1065,50",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Murray John,,101 Edgware road,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=629,3655,967,54",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,¶c†‖,Printsellers; Bookbinders; Publishers; General Stationers,Murton Charles,,12 St. Martin's ct,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=625,3716,3325,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Nash Mrs. P.,,"16 Parker's row, Bermonds",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=617,3776,3368,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Nattali M. A.,,19 Southampton st. Cov. gar,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,3840,2163,63",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,New William,,11 Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,3910,777,52",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Newman A. K. & Co.,who.,32 Leadh. st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=612,3967,2009,63",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Newman James,old,235 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,4027,3376,70",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Newman William,,160 Fenchurch street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,4096,2176,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Nisbet James & Co.,,21 Berners street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=606,4160,3162,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Noble T.,,79 Fleet st. & 109 Chancery la,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,4220,2132,62",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Norie John W. & Co.,,,Wilson Charles,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=610,4287,3375,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Norris John,,58 Fetter lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=608,4352,902,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Oldfield Jesse,,11 & 12 Bolt ct. Fleet st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=610,4415,3143,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Orger & Meryon,,174 Fenchurch street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=609,4605,3187,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Orr Wm. S. & Co.,,2 & 3 Amen corner,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,4673,3299,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Paine Thos.,,"22 Bride lane, Fleet street",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=609,4856,3365,74",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,b,Account-book makers,Palmer Geo.,,5 Copthall buildings,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=606,4991,1047,55",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Palmer James,,14 Union st. Bishopsgate,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,5056,3359,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Palmer Wm.,,New Bridge st. Vauxhall,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,5118,3361,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Parker P. & P.,,181 Long la. Bermondsey,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=618,5183,3313,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Parker John William,,445 Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=607,5246,1056,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,c‖,Bookbinders; General Stationers,Parkins John,,2 Church st. Westminstr,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=602,5310,3129,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Partrington C.,,38 Portman pl. Edg. rd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=610,5377,3177,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Pasco John,,12 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,5443,989,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Passarge H.,,13 Compton st. Brunswk. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,5503,3258,63",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Pattie D.,,10 St. Alban's pl. Edgware rd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=609,5565,3316,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Pattie James,,4 Brydges st. Cov. gardn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,5629,3353,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Paul James,,52 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,5699,982,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Pausey Rt.,,27 Exeter st. Knightsbridge,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=613,5755,3353,69",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Payne & Foss,,81 Pall mall,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=614,5825,796,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Peacock & Mansfield,,18 Salisbury sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=612,5885,2191,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Pearsey Mrs. M. A.,,11 Grafton st. Soho,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1879,325,844,68",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Pearson William,,36 Bishopsgate within,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1739,467,2235,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Perry Miss C.,,9 Lit. Bell al. Coleman st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1742,654,2255,69",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Pettit James,,5 Goswell street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1744,722,947,63",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,Phillips Miss Ann,,46 Jas. st. Oxford st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1734,775,2079,78",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Phillips Hen.,,21 North Audley street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1738,843,2252,71",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Pickering Wm.,& old,"57 Chancery la got & Co.'s directories), 59 Fleet st",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1734,905,2063,75",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Porter Jos. L.,,43 Sloane st. Knightsbrge,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1726,1548,2272,72",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Priestley Richard,,143 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1743,1866,2194,70",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖†,General Stationers; Publishers,Purkess George,,"60 Dean street, Soho",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1736,1938,2260,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Rainford Edward,,86 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1730,2063,2268,66",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Ramsden Edwd.,,"12 Finch lane, Cornhill",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1740,2128,2222,57",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Ratcliffe Wm.,,15 Green st. Leicester sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1743,2188,2254,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Raynham Richard,,"1 Gray's inn passage Chch. yd. & 3 Waterloo place, Pall mall",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1724,2251,2265,64",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Robbins J.,,45 Up. Baker st. Regent's pk,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1737,3577,1978,84",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖†,General Stationers; Publishers,Templeman John,,248 Regent street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1744,3654,2210,56",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Thomson T. D.,,27 Compton st. Brns. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1736,3906,2245,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Turner Caleb,,"Church street, Hackney",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1729,4479,2240,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Virtue James,,"3 Water street, Blackfrs",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1675,4990,2276,63",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,,,Walker Wm.,,9 Leathersellers' buildings,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1679,5250,2275,60",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Wallis E.,,42 Skinner st. & 32 Hi. st. Islntn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1710,5439,2256,58",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Warcup William,,"4 Broadway, Deptford",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1698,5695,2260,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Ward Thos. & Co.,,27 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675#xywh=1713,5822,2223,61",0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Mardon John,,7 Farringdon street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,c‖a,Bookbinders; General Stationers; Newsvenders,Markwell John T.,,46 Gr. Titchfield st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,§‖a,Librarians; General Stationers; Newsvenders,Miland John,,35 Chapel st. Grosvenr. p,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‡,Fancy Stationers,Moore William,,63 Bishopsgate within,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖b,General Stationers; Account-book makers,Ollivier John,,59 Pall mall,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Onwhyn Joseph,,4 Catherine st. Strand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Ostell Thos. & Co.,,83 Leadenhall st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,§‖a,Librarians; General Stationers; Newsvenders,Paine Geo. R.,,46 High st. Marylebone,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†*,Publishers; Printers,Palmer E. & Son,,18 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Perry Jas. & Co.,,37 Red Lion square,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Pigot James & Co.,publishers of Pi-,,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27076/canvas/c675,0003_p16445coll4:27076.jpg
